timestamp_coleta,ticker,id,titulo,descricao,url,fonte,data_pub,termo_busca,sentimento_pt,sentimento_en,confianca,score_positive,score_negative,score_neutral,texto_analisado,erro
2026-06-21T10:58:31,CSAN3,aa651ab08174,"Cosan (CSAN3) intensifica redução de dívida com R$ 2,8 bi em pré-pagamentos; total chega a R$ 8,8 bi","Cosan (CSAN3) intensifica redução de dívida com R$ 2,8 bi em pré-pagamentos; total chega a R$ 8,8 bi  Estadão",https://news.google.com/rss/articles/CBMi5wFBVV95cUxOYlNKeWpaV25tSUxmQ01iZVdTU05ESDk1WEM5Z3hlS09wV2dyMVJwTFRYMC1XWDZvZzJXdmpQNlB4MmZmU2hxeXBzdmFIdjc2RTR6cHE5ZVphMnNOQjc1cGNLZ2hVVWtoa3FqdUFDZ1UyOGZGeU5ybXZ4cWkwMndJQ2ktVEoxQ05BUS0wSW9BUURBVDU5SUxLbGpaZ2RQZXJ4YjRzdnNQWS1KSEN3RUFFeHFGeHhiWk41LWdabGVXcl8zbFBIUm1nU3pOU0pCNGg1aWhOalJPQ2NOWTFxMEI4cXZJMV9URGfSAewBQVVfeXFMTnozXzhoZDFraG9ZWHFNNk5jdzBPVzlVczkxelExWE1EdkdrUEJ2WnNyRUVRM0dHU3JfMUk0SnN2a1pJVXRCMWROUm1ad1RlcGppbDNYbzAyLUpnTFpuZUFFS19VX3BiZ1VmVlBTbUZocmZQd0g4SGZoaGctNWJsQ20xWTlVT2hUdnJQbmFWakM2YV90akVQS3pDSFpaTkdET3lreG0wTHVad1Zrem1zOWtWajhyTE9UXzhwekxEQmtLRUZLcDRkSjVFbHJTUnBnckM2cVVPcDlKQU1sS2RyTzFaMUFHQUpNS0MxdXo?oc=5,Estadão,2026-06-20T00:24:03+00:00,CSAN3,POSITIVO,positive,0.8208,0.0,0.0,0.0,Cosan (CSAN3) intensifies debt reduction with R$2.8 billion in prepayments; total reaches R$8.8 billion. Cosan (CSAN3) intensifies debt reduction with R$2.8 billion in prepayments; total reaches R$ 8.8 billion Estadão,
2026-06-21T10:58:31,CSAN3,cf17dde11773,Sentimento virou? Por que os analistas estão ficando mais otimistas com Cosan (CSAN3),Sentimento virou? Por que os analistas estão ficando mais otimistas com Cosan (CSAN3)  InfoMoney,https://news.google.com/rss/articles/CBMivgFBVV95cUxPeXRWLU5OVDREcktyNnNUOXZQM0ZnTHUzdHEzT3Jvclg3d2g3TDFuT3FpLVctZU5YLUgwcUtOOWgxR2R5LWVUTzQ0cDVQdllsUG5uSUtwWGVNR1F5VnRvU3lRT1ltUElWZkVONDhuQzJwckhlSll4akNXYWt2TWx4aTR6R0s5SGZGUmdRbDFGOTJOdkpHRFdvRjFzZ0dOd2NGSTVqUmlWdGd2Z2ZqMGRPS3IwUlZoaVhITDNsd3B30gHDAUFVX3lxTE5FM1BBd196UkhBYWdWazBJT05wZG4wWldST2J2eUNpdmpSdTJDYWdKRlpOOUMxTjVwOFI4eGFBeWcwTHNuX2RISDJ4SVFORWJDNWlzZmxvcE9HQVpLY0RrNjN5OGhweUtrOTl3aXc2aEJTaFRWb09YNG80RGhtdi1iTHBEWkpzYXZNaGRvN1BXYmVObmdfZXU0TXJLUFhJcG41Q1Q0VEQ5eHo3T1BuYXlEMmlRMDFIaVNRYTJWMlNhU01wVQ?oc=5,InfoMoney,2026-06-19T16:27:11+00:00,CSAN3,NEUTRO,neutral,0.8364,0.0,0.0,0.0,Feeling turned? Why analysts are becoming more optimistic about Cosan (CSAN3). Feeling turned? Why analysts are becoming more optimistic about Cosan (CSAN3) InfoMoney,
2026-06-21T10:58:31,CSAN3,561beeaea53e,"Cosan (CSAN3): Bradesco BBI corta preço-alvo, mas juros menores e venda de ativos podem destravar valor","Cosan (CSAN3): Bradesco BBI corta preço-alvo, mas juros menores e venda de ativos podem destravar valor  Money Times",https://news.google.com/rss/articles/CBMi0AFBVV95cUxPc205QVVUWHQ3c1JyUWljb0RPN213b00zZlFYaUFpTW9JUk1IT1I1RUxHWFpkOTl4VjZWUGxjdVl6UkNfRDN6TEVTTXl6YWtMOGZrY0tab0dZbmFpVTZxQktoLTI5UEFMRjFpdS1PZzdwUGZXeG9aaGg1a1RvZnd1dmVPblFlcUtFajN5VTA0XzJIcTZ6VzJtZkNIWFR3am52Wk9JclVwaFU2cGFWR1R1ZEpQSjZuenVoeGc0aVdkRkpGcS1lcGdxSVloOXlWSzJf?oc=5,Money Times,2026-06-19T14:29:00+00:00,CSAN3,POSITIVO,positive,0.874,0.0,0.0,0.0,"Cosan (CSAN3): Bradesco BBI cuts target price, but lower interest rates and asset sales could unlock value. Cosan (CSAN3): Bradesco BBI cuts target price, but lower interest rates and asset sales could unlock value Money Times",
2026-06-21T10:58:31,CSAN3,fbaa42ddd0f2,"Cosan (CSAN3) acelera redução da dívida e conclui pré-pagamentos de R$ 2,8 bilhões","Cosan (CSAN3) acelera redução da dívida e conclui pré-pagamentos de R$ 2,8 bilhões  Seu Dinheiro",https://news.google.com/rss/articles/CBMixwFBVV95cUxNbDVoeXJmazZvclFteFRad09PUkNld2hiMGhkdlB5X2pYc2ExQzlIQkZPUUNhQVVZajk5RnF4REZGdERUVmVhNFRVVXFkMkpRLTBtemRrZDNNU2VQamdNdWo5ZFZWVGFYZnFyUmIyVmNnN3hWeU5aR2h4aVNya0dHU1lPUENjTFJXdC1WX2FJMmJXT05vN0tLLV9ZYmVjRWZ3VjJZSm9IVktiQW9oeE5KOVoySTIxREp1ZmlMdzFLLXRwWmthZHRR?oc=5,Seu Dinheiro,2026-06-19T22:32:34+00:00,CSAN3,POSITIVO,positive,0.884,0.0,0.0,0.0,Cosan (CSAN3) accelerates debt reduction and completes prepayments of R$2.8 billion. Cosan (CSAN3) accelerates debt reduction and completes prepayments of R$2.8 billion Your Money,
2026-06-21T10:58:31,CSAN3,0db4444649c9,"Cosan (CSAN3) anuncia conclusão de pré-pagamentos de R$ 2,8 bi","Cosan (CSAN3) anuncia conclusão de pré-pagamentos de R$ 2,8 bi  financenews.com.br",https://news.google.com/rss/articles/CBMimgFBVV95cUxPdVlMbGZTbjFYU3lLY2NTMU5KMGk1SklmWGhNV01LMnh1anRMeGJMazU4ZE1GRDhfNDhfbmxBY191Q2NuQkVFSUtPOGdoME5VaDhLSlZYcTlmYm1wbnJsYktIdEFZRWhrbmRpTVN6Rm5yOFRkbUFjYmM1SVk4a3FyS2NBbXZ2TGUtS1d6aEQzMVo5NE9CRE9JMDVn?oc=5,financenews.com.br,2026-06-20T23:35:39+00:00,CSAN3,NEUTRO,neutral,0.8704,0.0,0.0,0.0,Cosan (CSAN3) announces completion of prepayments of R$2.8 billion. Cosan (CSAN3) announces completion of prepayments of R$ 2.8 billion financenews.com.br,
2026-06-21T10:58:31,CSAN3,0d4e66774df2,"Cosan (CSAN3) conclui pré-pagamentos de R$ 2,8 bi e reduz dívida em R$ 8,8 bi no ano","Cosan (CSAN3) conclui pré-pagamentos de R$ 2,8 bi e reduz dívida em R$ 8,8 bi no ano  Investidor10",https://news.google.com/rss/articles/CBMiyAFBVV95cUxNNGpaQm9aQVoyYk9wSlNyNlgyRGEyeUVzeTY3N3ZtOWdtMTc4WWRQVE5wOXA5UF9ZQmJ3ZXdBOTNCZDJzVVkwVURQN21MX1JRejRZODdpZVhGN1BCRnFGbjc0MjVZV2U4OHNaUzBLRGdhbHg1cE4wcWhnRDZIVW16Q29wcFdoellwdEpJQk9ka002alJveVV0anl3bWFoWFVGcG8zMTFBS3pYN2N0b3l0UV9JbG93TXc1d01DbzktbFdmQmNiRlpNS9IByAFBVV95cUxNNGpaQm9aQVoyYk9wSlNyNlgyRGEyeUVzeTY3N3ZtOWdtMTc4WWRQVE5wOXA5UF9ZQmJ3ZXdBOTNCZDJzVVkwVURQN21MX1JRejRZODdpZVhGN1BCRnFGbjc0MjVZV2U4OHNaUzBLRGdhbHg1cE4wcWhnRDZIVW16Q29wcFdoellwdEpJQk9ka002alJveVV0anl3bWFoWFVGcG8zMTFBS3pYN2N0b3l0UV9JbG93TXc1d01DbzktbFdmQmNiRlpNSw?oc=5,Investidor10,2026-06-19T23:07:22+00:00,CSAN3,POSITIVO,positive,0.885,0.0,0.0,0.0,Cosan (CSAN3) completes prepayments of R$2.8 billion and reduces debt by R$8.8 billion in the year. Cosan (CSAN3) completes prepayments of R$2.8 billion and reduces debt by R$8.8 billion in the year Investor10,
2026-06-21T10:58:31,CSAN3,de2bb2f1f29c,"Cosan (CSAN3) conclui pré-pagamentos de R$ 2,8 bilhões e avança na redução da dívida","Cosan (CSAN3) conclui pré-pagamentos de R$ 2,8 bilhões e avança na redução da dívida  Money Times",https://news.google.com/rss/articles/CBMisAFBVV95cUxPMldCMU53ZjU1NmZvZ0dnQkZCYUljWmJlVnlJTkMwODlqNmZmV0dNYTF3WjY3eU16ckszNjgyV2VvYU1ZUy1KZGV2X2V3Q002Ui1TbTl2aUhicmdxdTk1VHppS3VQZC1rUzd5dU5OSFp0VzRfMTJLNk5WRmhTOXRSM3A3OFJmd2s1RTh5RnI1bWY5bEhHRmY4TUFmMGFWME5BbmpoRGpick1tNFFrTld2dQ?oc=5,Money Times,2026-06-19T21:46:00+00:00,CSAN3,POSITIVO,positive,0.9116,0.0,0.0,0.0,Cosan (CSAN3) completes prepayments of R$2.8 billion and advances in debt reduction. Cosan (CSAN3) completes prepayments of R$2.8 billion and advances in debt reduction Money Times,
2026-06-21T11:08:00,PASS3,a2f432f4f7e7,"Citi, JPMorgan e Itaú BBA iniciam cobertura da Compass (PASS3) com recomendação de compra","Citi, JPMorgan e Itaú BBA iniciam cobertura da Compass (PASS3) com recomendação de compra  Estadão",https://news.google.com/rss/articles/CBMi3gFBVV95cUxPVENxdTl1SGIyb0VaeU1CT3VyTlRHNGZXdk56Smt3S1pPaXZOTmVFSi12Z295aTZQLUxNYmpFSmNHVFBxOE12ejlOT2VqU1BoR0ZhTTJPVTN3YUVxcFlkVmlDX0xPR2Q0RWQ3bzhuUWlFWFU0U2hxaVBZVHhXTnRPaFplUUtmVm5uMDJlSFJxR0FYM3hMSUJrRzdKN3ktSkg1NnZUekc1VHJfbDZlUkN0Wi1YaWUySlJVZkI5LVl4NDBmdUkwYm9ZMXRDQjFYVUJaamdQZ3llc1haQ1V0akHSAeMBQVVfeXFMTjNnR2lnMFB2NmFoXzBRMEVlWFpHZ3BYamIzbXpVMXpORlZrRVJhdndCQ0lXcjNtVGlDakpSWmlhR1A3SENaSndBRXNFeU85SkV1TEZ5M0MwZVBOWnhsWl9nWmU2Y2k0RXdySVBjZFhfODdGRW9RUGtJRWlwTjVkak9vN1RQaC1Gek1JYVJVRUJTRGVrU0ZlSFYwMktTX29oc19rZFY0M1hfUE1YLUtHTjBhN3hTMlVnRm9SRE51X0VNZlM4QktEZmY0M2h2a2tsSFZnUU1EQ2htcmpUbTBaY05rcWc?oc=5,Estadão,2026-06-17T22:39:45+00:00,PASS3,POSITIVO,positive,0.9315,0.0,0.0,0.0,"Citi, JPMorgan and Itaú BBA begin coverage of Compass (PASS3) with a buy recommendation. Citi, JPMorgan and Itaú BBA begin coverage of Compass (PASS3) with purchase recommendation Estadão",
2026-06-21T11:08:00,PASS3,ff5aa0aa6a4a,Compass (PASS3): 4 bancos iniciam cobertura recomendando compra e ação sobe forte,Compass (PASS3): 4 bancos iniciam cobertura recomendando compra e ação sobe forte  InfoMoney,https://news.google.com/rss/articles/CBMiuAFBVV95cUxQTUhUNEM4QWF5YmdISlVnNTJ6T0RadmtONnNvRDVmbGs3dkdkN0F3eWhPR1pMQ0EtQXQxdXItYzZZeUNESUxLVEZ3dlZwZWJ0VFZPQkExM0MwYVRpbkhKNV9Jc2F4QmNHdEZmTjdfczVwb0N3djNiQmdpcEhFT0w5V285VmRmWVQ3NU1tcHFkaE51Sk9wbTFYRmlPMW9oM250N0FRSS1YSnp6NHVaXzExZ0czT1J3YkVG0gG-AUFVX3lxTFBEd25taFhTMTBoa3hyNzNVR3VwYkFXMFFYdVgtYnVPeWllLWVlVTZIYVdDYVdiNkdneDAta2FXazVQSDVFZ1p3bFQycFA3TmFBbmZqQXNnaFBwWUdWVUVCVy11SlFjMVJJT2lBcmQycmRnSVp2Rm1UT3piVFpVenFteXNKN0p0UjZ6Z21pX0k2NHNyejJSTVFaUjNaSV9nc1V1eTk3MmtxV285N1J1aHZHa21MaE1FVlcyQnRJMlE?oc=5,InfoMoney,2026-06-17T13:57:37+00:00,PASS3,POSITIVO,positive,0.9658,0.0,0.0,0.0,Compass (PASS3): 4 banks begin coverage recommending purchase and the stock rises sharply. Compass (PASS3): 4 banks begin coverage recommending purchase and share rises sharply InfoMoney,
2026-06-21T11:08:00,PASS3,671b9d2848bc,Compass (PASS3) virou a nova aposta da Faria Lima? Ação conquista selo de compra de três bancões — e potencial de alta passa dos 50%,Compass (PASS3) virou a nova aposta da Faria Lima? Ação conquista selo de compra de três bancões — e potencial de alta passa dos 50%  Seu Dinheiro,https://news.google.com/rss/articles/CBMihAJBVV95cUxPUkdaeGxBbVNMQmtGbE51dUNVc3dVTnRDWEdKa09CNmJ0SjQtX2oxcFFDb1pUNmpjMkw1SS1hMDZYRV9GRVltcmtQelQzcGVZaHRrSWJYQ3ltMzRrQ1Y4bmFna0dQb1l2ZEJYYUxPR3IxOUE3SzdvQWQ0OVRDZ2s1MWI4T250M3d6Xy1na21mXzNfcGFNdEdLRjdjdDZwdTdfS24xZVB4V2xuU1R2QUJPSjhmU1dXc2phSm9HMl9XZTNuU0JRVTJNcEJTQ1cwZ1ZITE5FeDl5VzRGM2FOdUNYRk5sMXQtclBmM0JVTjFzR1J1cGhTTXA3dGt0VDdWMnZVbXFUUQ?oc=5,Seu Dinheiro,2026-06-17T15:53:18+00:00,PASS3,POSITIVO,positive,0.9679,0.0,0.0,0.0,Compass (PASS3) has become Faria Lima's new bet? Action wins purchase seal from three banks — and potential increase exceeds 50%. Compass (PASS3) has become Faria Lima's new bet? Action wins purchase seal from three banks — and potential upside exceeds 50% Your Money,
